step,loss,lr
679,0.04295243,0.0000995567
680,0.06730516,0.0000995554
681,0.08664653,0.0000995541
682,0.06341835,0.0000995528
683,0.03892785,0.0000995515
684,0.01881690,0.0000995502
685,0.07223491,0.0000995489
686,0.03690123,0.0000995476
687,0.08029648,0.0000995462
688,0.05085986,0.0000995449
689,0.10052928,0.0000995436
690,0.07062212,0.0000995423
691,0.05989607,0.0000995410
692,0.02943437,0.0000995396
693,0.06409736,0.0000995383
694,0.11220309,0.0000995370
695,0.06624748,0.0000995356
696,0.05029032,0.0000995343
697,0.04647197,0.0000995330
698,0.05075773,0.0000995316
699,0.07483308,0.0000995303
700,0.04673923,0.0000995289
701,0.11543482,0.0000995276
702,0.25110152,0.0000995262
703,0.07891462,0.0000995249
704,0.07655820,0.0000995235
705,0.26998854,0.0000995222
706,0.04862038,0.0000995208
707,0.05905999,0.0000995195
708,0.03035455,0.0000995181
709,0.04803938,0.0000995168
710,0.04516553,0.0000995154
711,0.05382584,0.0000995140
712,0.06446805,0.0000995127
713,0.31616959,0.0000995113
714,0.07657511,0.0000995099
715,0.02624328,0.0000995086
716,0.05059777,0.0000995072
717,0.10002284,0.0000995058
718,0.04060372,0.0000995044
719,0.04238595,0.0000995031
720,0.09183862,0.0000995017
721,0.08534954,0.0000995003
722,0.04635796,0.0000994989
723,0.05361851,0.0000994975
724,0.11780807,0.0000994961
725,0.12041057,0.0000994947
726,0.07069419,0.0000994934
727,0.03953101,0.0000994920
728,0.05244388,0.0000994906
729,0.08953525,0.0000994892
730,0.10382448,0.0000994878
731,0.10384792,0.0000994864
732,0.16638491,0.0000994850
733,0.05158562,0.0000994836
734,0.04610445,0.0000994821
735,0.09344998,0.0000994807
736,0.03926114,0.0000994793
737,0.05479030,0.0000994779
738,0.05650001,0.0000994765
739,0.08947955,0.0000994751
740,0.06265055,0.0000994737
741,0.40090841,0.0000994722
742,0.02214203,0.0000994708
743,0.07048968,0.0000994694
744,0.04916775,0.0000994680
745,0.10421330,0.0000994665
746,0.09527855,0.0000994651
747,0.05916811,0.0000994637
748,0.04463551,0.0000994622
749,0.05317657,0.0000994608
750,0.06915294,0.0000994594
751,0.08447745,0.0000994579
752,0.08208118,0.0000994565
753,0.09159970,0.0000994550
754,0.07688049,0.0000994536
755,0.06683879,0.0000994521
756,0.05834711,0.0000994507
757,0.05932380,0.0000994492
758,0.06855640,0.0000994478
759,0.02878851,0.0000994463
760,0.06639074,0.0000994449
761,0.05768004,0.0000994434
762,0.09274169,0.0000994420
763,0.07703377,0.0000994405
764,0.04111081,0.0000994390
765,0.05190682,0.0000994376
